Time,Altitude ASL,Pressure,Air Temp A,Air Temp B,Air Temp C,Rel Hum A,Rel Hum B,Rel Hum C,Latitude,Longitude,Roll,Roll Rate,Pitch,Pitch Rate,Yaw,Yaw Rate,Velocity North,Velocity East,Velocity Down,Custom Mode,Data Quality,Home Position Latitude,Home Position Longitude,Home Position Altitude,Drone Serial Number,Ground Wind Speed,Ground Wind Direction,Ground Air Temperature,Ground Humidity,Ground Pressure,Powered Age,Armed Age,Satellites,HDOP
s,m,mB,C,C,C,%,%,%,deg,deg,deg,deg/s,deg,deg/s,deg,deg/s,m/s,m/s,m/s,N/A,N/A,deg,deg,m,N/A,m/s,deg,C,%,mB,s,s,N/A,N/A
1782490638.60,357.0,971.14,22.26,21.83,22.02,56.6,54.2,54.8,35.222600,-97.439500,0.1,1.0,-0.2,-0.7,-163.0,0.0,0.00,0.00,0.00,5,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490639.60,357.0,971.14,22.25,21.81,22.05,56.6,54.1,54.9,35.222600,-97.439500,0.2,0.5,-0.2,-1.1,-163.0,0.0,0.00,0.00,0.00,5,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490640.60,357.0,971.14,22.24,21.80,22.07,56.6,54.1,54.9,35.222600,-97.439500,0.2,-0.3,-0.1,-0.6,-163.0,0.0,0.00,0.00,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490641.60,357.0,971.14,22.21,21.80,22.10,56.5,54.0,55.0,35.222612,-97.439475,0.5,-1.1,4.4,0.7,-157.2,0.0,-0.16,0.09,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490642.60,360.0,970.79,22.17,21.78,22.09,56.6,54.1,55.2,35.222611,-97.439474,-0.5,-1.1,3.8,1.1,-156.8,0.0,-0.17,0.07,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490643.60,361.6,970.44,22.13,21.76,22.09,56.7,54.1,55.4,35.222610,-97.439473,-1.0,-0.8,3.5,1.0,-156.6,0.0,-0.17,0.06,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490644.60,364.6,970.09,22.08,21.75,22.08,56.8,54.2,55.6,35.222608,-97.439473,-1.5,-0.1,3.3,0.2,-156.2,0.0,-0.18,0.04,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490645.60,367.6,969.74,22.04,21.74,22.06,56.8,54.4,55.8,35.222607,-97.439473,-1.2,0.6,3.7,-0.8,-155.9,0.0,-0.18,0.02,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490646.60,370.6,969.39,21.99,21.74,22.05,56.9,54.5,56.1,35.222605,-97.439473,-0.4,1.1,4.5,-1.1,-155.7,0.0,-0.19,-0.01,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
1782490647.60,373.6,969.04,21.94,21.73,22.02,57.0,54.7,56.3,35.222603,-97.439473,0.6,1.0,5.6,-0.6,-155.5,0.0,-0.19,-0.03,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.9
